favorite,underdog,spread,favorite_win_prob,underdog_win_prob,favorite_ev,is_3pt_underdog,underdog_ev,pick,actual_winner
CHI,PIT,3.0,0.5815471527629098,0.4184528472370902,0.5815471527629098,False,0.8369056944741804,PIT,CHI
NE,CIN,7.5,0.7333948837487005,0.26660511625129946,0.7333948837487005,True,0.7998153487538984,CIN,NE
DET,NYG,14.0,0.9063235394236147,0.09367646057638535,0.9063235394236147,True,0.28102938172915604,DET,DET
GB,MIN,6.5,0.6924367011588374,0.3075632988411626,0.6924367011588374,False,0.6151265976823252,GB,GB
KC,IND,3.5,0.5746432804381701,0.42535671956182985,0.5746432804381701,False,0.8507134391236597,IND,KC
SEA,TEN,12.5,0.8183018978236241,0.18169810217637594,0.8183018978236241,True,0.5450943065291278,SEA,SEA
JAX,ARI,2.5,0.6296548376560471,0.37034516234395287,0.6296548376560471,False,0.7406903246879057,ARI,JAX
LV,CLE,3.0,0.5849688972292074,0.4150311027707926,0.5849688972292074,False,0.8300622055415852,CLE,CLE
PHI,DAL,3.0,0.6831500995840087,0.31684990041599126,0.6831500995840087,False,0.6336998008319825,PHI,DAL
NO,ATL,1.5,0.5664865133814185,0.43351348661858147,0.5664865133814185,False,0.8670269732371629,ATL,ATL
LA,TB,7.0,0.7171396406518608,0.28286035934813925,0.7171396406518608,True,0.8485810780444177,TB,LA
SF,CAR,7.5,0.7595315378369787,0.2404684621630213,0.7595315378369787,True,0.7214053864890639,SF,SF
DET,GB,2.5,0.5877384435504027,0.4122615564495973,0.5877384435504027,False,0.8245231128991946,GB,GB
KC,DAL,3.5,0.6661875605910794,0.3338124394089206,0.6661875605910794,False,0.6676248788178412,DAL,DAL
BAL,CIN,7.0,0.7509147967989551,0.24908520320104488,0.7509147967989551,True,0.7472556096031346,BAL,CIN
PHI,CHI,7.0,0.7421300312099194,0.2578699687900806,0.7421300312099194,True,0.7736099063702419,CHI,CHI
LA,CAR,10.0,0.7992337952226737,0.20076620477732632,0.7992337952226737,True,0.602298614331979,LA,CAR
SF,CLE,5.5,0.7034255793955562,0.29657442060444383,0.7034255793955562,False,0.5931488412088877,SF,SF
IND,HOU,3.0,0.5614952539385618,0.4385047460614382,0.5614952539385618,False,0.8770094921228764,HOU,HOU
MIA,NO,5.5,0.6613780691894592,0.3386219308105408,0.6613780691894592,False,0.6772438616210816,NO,MIA
ATL,NYJ,3.0,0.5903533284734295,0.4096466715265705,0.5903533284734295,False,0.819293343053141,NYJ,NYJ
TB,ARI,4.5,0.6410151958599817,0.3589848041400183,0.6410151958599817,False,0.7179696082800366,ARI,TB
JAX,TEN,6.0,0.7349758118131842,0.26502418818681583,0.7349758118131842,False,0.5300483763736317,JAX,JAX
SEA,MIN,12.5,0.8925433118312224,0.10745668816877763,0.8925433118312224,True,0.3223700645063329,SEA,SEA
LAC,LV,10.0,0.7722586799723161,0.22774132002768388,0.7722586799723161,True,0.6832239600830516,LAC,LAC
BUF,PIT,3.0,0.6212042986386439,0.3787957013613561,0.6212042986386439,False,0.7575914027227122,PIT,BUF
DEN,WAS,6.5,0.7369540870196556,0.2630459129803444,0.7369540870196556,False,0.5260918259606888,DEN,DEN
NE,NYG,7.0,0.7741730400300642,0.22582695996993585,0.7741730400300642,True,0.6774808799098075,NE,NE
DET,DAL,3.5,0.6594090235930405,0.34059097640695946,0.6594090235930405,False,0.6811819528139189,DAL,DET
SEA,ATL,7.0,0.7346152888321263,0.26538471116787365,0.7346152888321263,True,0.796154133503621,ATL,SEA
BAL,PIT,5.5,0.655127309097929,0.34487269090207096,0.655127309097929,False,0.6897453818041419,PIT,PIT
CLE,TEN,4.5,0.6429699392965313,0.35703006070346865,0.6429699392965313,False,0.7140601214069373,TEN,TEN
GB,CHI,6.5,0.6983841604697436,0.3016158395302564,0.6983841604697436,False,0.6032316790605128,GB,GB
IND,JAX,2.5,0.6257629358542731,0.3742370641457269,0.6257629358542731,False,0.7484741282914538,JAX,JAX
WAS,MIN,1.5,0.4697284048384157,0.5302715951615843,0.4697284048384157,False,1.0605431903231686,MIN,MIN
MIA,NYJ,2.5,0.5876956128759758,0.4123043871240242,0.5876956128759758,False,0.8246087742480483,NYJ,MIA
TB,NO,7.5,0.7280618812066614,0.2719381187933386,0.7280618812066614,True,0.8158143563800159,NO,NO
DEN,LV,8.5,0.7820007235240785,0.21799927647592154,0.7820007235240785,True,0.6539978294277646,DEN,DEN
LA,ARI,9.5,0.8161222086679623,0.18387779133203774,0.8161222086679623,True,0.5516333739961132,LA,LA
BUF,CIN,6.0,0.7456753842060955,0.25432461579390453,0.7456753842060955,False,0.5086492315878091,BUF,BUF
KC,HOU,4.5,0.6670434200329902,0.3329565799670098,0.6670434200329902,False,0.6659131599340196,KC,HOU
PHI,LAC,1.5,0.5900057526607254,0.4099942473392746,0.5900057526607254,False,0.8199884946785492,LAC,LAC
TB,ATL,6.0,0.7249503885459389,0.27504961145406115,0.7249503885459389,False,0.5500992229081223,TB,ATL
CHI,CLE,7.5,0.7451542890342668,0.25484571096573316,0.7451542890342668,True,0.7645371328971995,CLE,CHI
BAL,CIN,2.5,0.583154292781173,0.41684570721882697,0.583154292781173,False,0.8336914144376539,CIN,BAL
HOU,ARI,10.5,0.8318435204555107,0.1681564795444893,0.8318435204555107,True,0.5044694386334679,HOU,HOU
JAX,NYJ,13.5,0.8926273169671968,0.10737268303280323,0.8926273169671968,True,0.3221180490984097,JAX,JAX
KC,LAC,5.5,0.6676281193880171,0.33237188061198286,0.6676281193880171,False,0.6647437612239657,KC,LAC
BUF,NE,2.5,0.5997629240348508,0.40023707596514924,0.5997629240348508,False,0.8004741519302985,NE,BUF
NYG,WAS,2.5,0.5749742330628691,0.4250257669371309,0.5749742330628691,False,0.8500515338742618,WAS,WAS
PHI,LV,12.5,0.8758418291440605,0.1241581708559395,0.8758418291440605,True,0.3724745125678185,PHI,PHI
GB,DEN,1.5,0.551769452763913,0.448230547236087,0.551769452763913,False,0.896461094472174,DEN,DEN
LA,DET,5.5,0.6492013115341382,0.3507986884658618,0.6492013115341382,False,0.7015973769317236,DET,LA
CAR,NO,2.5,0.5686734028856884,0.43132659711431165,0.5686734028856884,False,0.8626531942286233,NO,NO
SEA,IND,13.5,0.9109617652571425,0.08903823474285755,0.9109617652571425,True,0.26711470422857264,SEA,SEA
SF,TEN,12.5,0.8729798473253569,0.12702015267464306,0.8729798473253569,True,0.3810604580239292,SF,SF
DAL,MIN,5.5,0.6512239529874201,0.3487760470125799,0.6512239529874201,False,0.6975520940251598,MIN,MIN
PIT,MIA,3.0,0.6153114228046302,0.38468857719536975,0.6153114228046302,False,0.7693771543907395,MIA,PIT
SEA,LA,1.5,0.6025119700753553,0.3974880299246447,0.6025119700753553,False,0.7949760598492894,LA,SEA
CHI,GB,1.5,0.6153656926442973,0.3846343073557027,0.6153656926442973,False,0.7692686147114054,GB,CHI
PHI,WAS,7.0,0.7273492510751751,0.2726507489248249,0.7273492510751751,True,0.8179522467744746,WAS,PHI
BAL,NE,3.5,0.6421781095858325,0.35782189041416745,0.6421781095858325,False,0.7156437808283349,NE,NE
TB,CAR,3.0,0.6468928121363262,0.3531071878636738,0.6468928121363262,False,0.7062143757273476,CAR,CAR
BUF,CLE,10.5,0.8088028031383271,0.1911971968616729,0.8088028031383271,True,0.5735915905850187,BUF,BUF
DAL,LAC,1.5,0.4729545953838681,0.5270454046161319,0.4729545953838681,False,1.0540908092322638,LAC,LAC
NO,NYJ,6.5,0.7647546139237066,0.23524538607629342,0.7647546139237066,False,0.47049077215258683,NO,NO
MIN,NYG,2.5,0.5648100235271611,0.43518997647283886,0.5648100235271611,False,0.8703799529456777,NYG,MIN
KC,TEN,3.5,0.6353324307156363,0.3646675692843637,0.6353324307156363,False,0.7293351385687274,TEN,TEN
ATL,ARI,2.5,0.6276030340062833,0.37239696599371674,0.6276030340062833,False,0.7447939319874335,ARI,ATL
DEN,JAX,3.5,0.6245394223218462,0.3754605776781538,0.6245394223218462,False,0.7509211553563075,JAX,JAX
DET,PIT,7.5,0.7784591882306088,0.22154081176939122,0.7784591882306088,True,0.6646224353081737,DET,PIT
HOU,LV,14.5,0.9266557632759449,0.0733442367240551,0.9266557632759449,True,0.2200327101721653,HOU,HOU
CIN,MIA,3.5,0.6302458915193416,0.36975410848065837,0.6302458915193416,False,0.7395082169613167,MIA,CIN
SF,IND,4.5,0.6359808541294698,0.3640191458705302,0.6359808541294698,False,0.7280382917410604,IND,SF
DAL,WAS,8.5,0.7630832080638675,0.23691679193613246,0.7630832080638675,True,0.7107503758083974,DAL,DAL
