favorite,underdog,spread,favorite_win_prob,underdog_win_prob,favorite_ev,is_3pt_underdog,underdog_ev,pick,actual_winner
DET,MIN,7.0,0.6668263085488968,0.3331736914511032,0.6668263085488968,True,0.9995210743533096,MIN,MIN
DEN,KC,13.5,0.7951717483515645,0.20482825164843554,0.7951717483515645,True,0.6144847549453066,DEN,DEN
SEA,CAR,6.5,0.7322168792436263,0.26778312075637367,0.7322168792436263,False,0.5355662415127473,SEA,SEA
CIN,ARI,7.0,0.7620432137271864,0.23795678627281358,0.7620432137271864,True,0.7138703588184407,CIN,CIN
PIT,CLE,4.5,0.6836961060107551,0.31630389398924486,0.6836961060107551,False,0.6326077879784897,PIT,CLE
GB,BAL,2.5,0.6097357132238903,0.3902642867761097,0.6097357132238903,False,0.7805285735522194,BAL,BAL
JAX,IND,3.5,0.6356683527048059,0.36433164729519407,0.6356683527048059,False,0.7286632945903881,IND,JAX
LAC,HOU,1.5,0.5784714777419678,0.42152852225803217,0.5784714777419678,False,0.8430570445160643,HOU,HOU
NYG,LV,3.0,0.6152600260595338,0.3847399739404662,0.6152600260595338,False,0.7694799478809324,LV,NYG
TB,MIA,5.5,0.6974908627997043,0.3025091372002957,0.6974908627997043,False,0.6050182744005914,TB,MIA
NE,NYJ,12.5,0.7979427619617261,0.2020572380382739,0.7979427619617261,True,0.6061717141148217,NE,NE
NO,TEN,1.5,0.5625467064586689,0.4374532935413311,0.5625467064586689,False,0.8749065870826622,TEN,NO
BUF,PHI,3.0,0.672940896654869,0.327059103345131,0.672940896654869,False,0.654118206690262,BUF,PHI
SF,CHI,3.5,0.6425224704648571,0.3574775295351429,0.6425224704648571,False,0.7149550590702858,CHI,SF
LA,ATL,7.5,0.727842644757674,0.272157355242326,0.727842644757674,True,0.816472065726978,ATL,ATL
ATL,NO,4.5,0.6511665405999885,0.34883345940001154,0.6511665405999885,False,0.6976669188000231,NO,ATL
BUF,NYJ,12.5,0.9056595543342686,0.09434044566573141,0.9056595543342686,True,0.28302133699719423,BUF,BUF
CHI,DET,3.5,0.6108284488236846,0.3891715511763154,0.6108284488236846,False,0.7783431023526308,DET,DET
CIN,CLE,9.5,0.8234990187491626,0.17650098125083735,0.8234990187491626,True,0.5295029437525121,CIN,CLE
DEN,LAC,14.5,0.9198843248705882,0.08011567512941176,0.9198843248705882,True,0.24034702538823527,DEN,DEN
HOU,IND,9.5,0.8042008309102955,0.19579916908970452,0.8042008309102955,True,0.5873975072691136,HOU,HOU
JAX,TEN,12.5,0.8695951029973078,0.1304048970026922,0.8695951029973078,True,0.3912146910080766,JAX,JAX
LA,ARI,14.5,0.9054065799821034,0.09459342001789661,0.9054065799821034,True,0.28378026005368984,LA,LA
KC,LV,3.5,0.6406739341586438,0.3593260658413562,0.6406739341586438,False,0.7186521316827124,LV,LV
MIN,GB,12.5,0.8908170579134452,0.10918294208655477,0.8908170579134452,True,0.3275488262596643,MIN,MIN
NE,MIA,14.0,0.9167539301350456,0.08324606986495442,0.9167539301350456,True,0.24973820959486326,NE,NE
DAL,NYG,3.0,0.5976468843605822,0.4023531156394178,0.5976468843605822,False,0.8047062312788356,NYG,NYG
PHI,WAS,3.0,0.5909116805977691,0.4090883194022309,0.5909116805977691,False,0.8181766388044618,WAS,WAS
BAL,PIT,4.5,0.6439121650269785,0.35608783497302154,0.6439121650269785,False,0.7121756699460431,PIT,PIT
SEA,SF,2.5,0.568967349350527,0.43103265064947305,0.568967349350527,False,0.8620653012989461,SF,SEA
TB,CAR,3.0,0.6083106993636503,0.39168930063634966,0.6083106993636503,False,0.7833786012726993,CAR,TB
